BranchName,Date,ActualDeposit,Quarter
Yavatmal,3/19/13,0.9,2013Q1
Yavatmal,3/20/13,1.2,2013Q1
Yavatmal,3/21/13,1.5,2013Q1
Yavatmal,3/22/13,0.7,2013Q1
Yavatmal,3/23/13,2.1,2013Q1
Yavatmal,3/24/13,2.3,2013Q1
Yavatmal,3/25/13,1,2013Q1
Yavatmal,3/26/13,0.4,2013Q1
Yavatmal,3/31/13,2.2,2013Q1
Yavatmal,10/2/12,1.6,2012Q4
Yavatmal,10/3/12,1.2,2012Q4
Yavatmal,10/4/12,2.3,2012Q4
Yavatmal,10/5/12,1.2,2012Q4
Yavatmal,10/6/12,0.5,2012Q4
Yavatmal,10/7/12,2.2,2012Q4
Yavatmal,10/8/12,0.9,2012Q4
Yavatmal,10/9/12,0.4,2012Q4
Yavatmal,10/10/12,2.3,2012Q4
Yavatmal,10/11/12,2,2012Q4
Yavatmal,10/12/12,2.5,2012Q4
Yavatmal,10/13/12,1.7,2012Q4
Yavatmal,10/14/12,1.9,2012Q4
Yavatmal,10/15/12,2.9,2012Q4
Yavatmal,10/16/12,1,2012Q4
Yavatmal,11/1/12,2.1,2012Q4
Yavatmal,11/3/12,0.2,2012Q4
Yavatmal,11/5/12,0.9,2012Q4
Yavatmal,11/7/12,1.1,2012Q4
Yavatmal,11/9/12,0,2012Q4
Yavatmal,11/11/12,1.9,2012Q4
Yavatmal,11/13/12,0.5,2012Q4
Yavatmal,11/15/12,2.1,2012Q4
Yavatmal,11/17/12,1.9,2012Q4
Yavatmal,11/19/12,2.8,2012Q4
Yavatmal,11/21/12,2.5,2012Q4
Yavatmal,11/23/12,0.7,2012Q4
Yavatmal,11/25/12,0.1,2012Q4
Yavatmal,11/27/12,1.3,2012Q4
Yavatmal,11/29/12,2.9,2012Q4
Yavatmal,12/14/12,1.7,2012Q4
Yavatmal,12/15/12,2.8,2012Q4
Yavatmal,12/16/12,1,2012Q4
Yavatmal,12/17/12,0.4,2012Q4
Yavatmal,12/18/12,2.2,2012Q4
Yavatmal,12/19/12,1.4,2012Q4
Yavatmal,12/20/12,2,2012Q4
Yavatmal,12/21/12,1.6,2012Q4
Yavatmal,12/22/12,1,2012Q4
Yavatmal,12/23/12,0.2,2012Q4
Yavatmal,12/24/12,2.8,2012Q4
Yavatmal,12/25/12,1.3,2012Q4
Yavatmal,12/26/12,2.4,2012Q4
Yavatmal,12/27/12,2.5,2012Q4
Yavatmal,12/28/12,1.8,2012Q4
Yavatmal,7/10/12,2,2012Q3
Yavatmal,7/11/12,1.8,2012Q3
Yavatmal,7/12/12,0.3,2012Q3
Yavatmal,7/13/12,2.3,2012Q3
Yavatmal,7/14/12,2.3,2012Q3
Yavatmal,7/15/12,2.3,2012Q3
Yavatmal,7/16/12,2.7,2012Q3
Yavatmal,7/17/12,2.5,2012Q3
Yavatmal,7/18/12,1.5,2012Q3
Yavatmal,7/19/12,0.3,2012Q3
Yavatmal,7/20/12,2.2,2012Q3
Yavatmal,7/21/12,1.6,2012Q3
Yavatmal,7/22/12,1.3,2012Q3
Yavatmal,7/23/12,0,2012Q3
Yavatmal,7/24/12,2.6,2012Q3
Yavatmal,8/6/12,1.4,2012Q3
Yavatmal,8/8/12,0.9,2012Q3
Yavatmal,8/10/12,2.6,2012Q3
Yavatmal,8/12/12,1.9,2012Q3
Yavatmal,8/14/12,1.9,2012Q3
Yavatmal,8/16/12,0.3,2012Q3
Yavatmal,8/18/12,0.2,2012Q3
Yavatmal,8/20/12,2.4,2012Q3
Yavatmal,8/21/12,2.9,2012Q3
Yavatmal,8/22/12,1.9,2012Q3
Yavatmal,8/23/12,1.7,2012Q3
Yavatmal,8/24/12,0.7,2012Q3
Yavatmal,8/25/12,2,2012Q3
Yavatmal,8/26/12,2.5,2012Q3
Yavatmal,8/27/12,0.1,2012Q3
Yavatmal,9/1/12,3,2012Q3
Yavatmal,9/2/12,2.1,2012Q3
Yavatmal,9/3/12,1.4,2012Q3
Yavatmal,9/4/12,1.5,2012Q3
Yavatmal,9/5/12,0.5,2012Q3
Yavatmal,9/6/12,2.3,2012Q3
Yavatmal,9/7/12,0.8,2012Q3
Yavatmal,9/8/12,0.2,2012Q3
Yavatmal,9/9/12,1,2012Q3
Yavatmal,9/10/12,0.6,2012Q3
Yavatmal,9/11/12,1.4,2012Q3
Yavatmal,9/12/12,1.5,2012Q3
Yavatmal,9/13/12,1.7,2012Q3
Yavatmal,9/14/12,1,2012Q3
Yavatmal,9/15/12,1.1,2012Q3
Yavatmal,4/3/12,1.8,2012Q2
Yavatmal,4/5/12,0.4,2012Q2
Yavatmal,4/7/12,2.5,2012Q2
Yavatmal,4/9/12,2.3,2012Q2
Yavatmal,4/11/12,0.1,2012Q2
Yavatmal,4/13/12,0.2,2012Q2
Yavatmal,4/15/12,2.8,2012Q2
Yavatmal,4/17/12,3,2012Q2
Yavatmal,4/19/12,1.6,2012Q2
Yavatmal,4/21/12,2.2,2012Q2
Yavatmal,4/23/12,2.2,2012Q2
Yavatmal,4/25/12,1.5,2012Q2
Yavatmal,4/26/12,1.5,2012Q2
Yavatmal,4/27/12,0.5,2012Q2
Yavatmal,4/28/12,0.5,2012Q2
Yavatmal,5/1/12,0,2012Q2
Yavatmal,5/2/12,2.6,2012Q2
Yavatmal,5/3/12,0.7,2012Q2
Yavatmal,5/4/12,0.1,2012Q2
Yavatmal,5/5/12,1.8,2012Q2
Yavatmal,5/15/12,1.9,2012Q2
Yavatmal,5/16/12,0.8,2012Q2
Yavatmal,5/17/12,0.6,2012Q2
Yavatmal,5/18/12,1.8,2012Q2
Yavatmal,5/19/12,2.9,2012Q2
Yavatmal,5/24/12,2.9,2012Q2
Yavatmal,5/25/12,1.8,2012Q2
Yavatmal,5/26/12,3,2012Q2
Yavatmal,5/27/12,2.6,2012Q2
Yavatmal,5/28/12,0.3,2012Q2
Yavatmal,6/14/12,0.9,2012Q2
Yavatmal,6/15/12,0.2,2012Q2
Yavatmal,6/16/12,0.9,2012Q2
Yavatmal,6/17/12,2.4,2012Q2
Yavatmal,6/18/12,1.5,2012Q2
Yavatmal,6/19/12,1,2012Q2
Yavatmal,6/20/12,0.6,2012Q2
Yavatmal,6/21/12,0.3,2012Q2
Yavatmal,6/22/12,2.8,2012Q2
Yavatmal,6/23/12,3,2012Q2
Yavatmal,6/24/12,2.4,2012Q2
Yavatmal,6/25/12,3,2012Q2
Yavatmal,6/26/12,2,2012Q2
Yavatmal,6/27/12,0.9,2012Q2
Yavatmal,6/28/12,0.9,2012Q2
Yavatmal,1/1/12,0.4,2012Q1
Yavatmal,1/2/12,1.6,2012Q1
Yavatmal,1/3/12,1.9,2012Q1
Yavatmal,1/4/12,1,2012Q1
Yavatmal,1/5/12,1.8,2012Q1
Yavatmal,1/6/12,2.7,2012Q1
Yavatmal,1/7/12,1.4,2012Q1
Yavatmal,1/8/12,1.8,2012Q1
Yavatmal,1/9/12,2.7,2012Q1
Yavatmal,1/10/12,0.2,2012Q1
Yavatmal,1/11/12,1.2,2012Q1
Yavatmal,1/12/12,1.9,2012Q1
Yavatmal,1/13/12,1.6,2012Q1
Yavatmal,1/14/12,1.2,2012Q1
Yavatmal,1/15/12,0.4,2012Q1
Yavatmal,2/3/12,2.6,2012Q1
Yavatmal,2/5/12,0.3,2012Q1
Yavatmal,2/7/12,0.1,2012Q1
Yavatmal,2/9/12,2.2,2012Q1
Yavatmal,2/11/12,2.4,2012Q1
Yavatmal,2/13/12,2.5,2012Q1
Yavatmal,2/15/12,1.9,2012Q1
Yavatmal,2/17/12,0.9,2012Q1
Yavatmal,2/19/12,0,2012Q1
Yavatmal,2/21/12,0.5,2012Q1
Yavatmal,2/23/12,0,2012Q1
Yavatmal,2/24/12,1.8,2012Q1
Yavatmal,2/25/12,1.3,2012Q1
Yavatmal,2/26/12,1.4,2012Q1
Yavatmal,2/27/12,0.4,2012Q1
Yavatmal,3/5/12,3,2012Q1
Yavatmal,3/6/12,0.4,2012Q1
Yavatmal,3/7/12,2.1,2012Q1
Yavatmal,3/8/12,1.4,2012Q1
Yavatmal,3/9/12,1.9,2012Q1
Yavatmal,3/10/12,0.1,2012Q1
Yavatmal,3/19/12,2,2012Q1
Yavatmal,3/20/12,1.1,2012Q1
Yavatmal,3/21/12,1.4,2012Q1
Yavatmal,3/22/12,2.4,2012Q1
Yavatmal,3/23/12,1.8,2012Q1
Yavatmal,3/24/12,1,2012Q1
Yavatmal,3/25/12,1.7,2012Q1
Yavatmal,3/26/12,2.5,2012Q1
Yavatmal,3/31/12,0.1,2012Q1
Yavatmal,10/2/11,1,2011Q4
Yavatmal,10/3/11,2.9,2011Q4
Yavatmal,10/4/11,3,2011Q4
Yavatmal,10/5/11,0,2011Q4
Yavatmal,10/6/11,0.9,2011Q4
Yavatmal,10/7/11,0.7,2011Q4
Yavatmal,10/8/11,1.9,2011Q4
Yavatmal,10/9/11,2.6,2011Q4
Yavatmal,10/10/11,1.8,2011Q4
Yavatmal,10/11/11,1.2,2011Q4
Yavatmal,10/12/11,0.3,2011Q4
Yavatmal,10/13/11,2.6,2011Q4
Yavatmal,10/14/11,0.2,2011Q4
Yavatmal,10/15/11,1.6,2011Q4
Yavatmal,10/16/11,0,2011Q4
Yavatmal,11/1/11,0.3,2011Q4
Yavatmal,11/3/11,1.6,2011Q4
Yavatmal,11/5/11,2.5,2011Q4
Yavatmal,11/7/11,2,2011Q4
Yavatmal,11/9/11,0.5,2011Q4
Yavatmal,11/11/11,0.3,2011Q4
Yavatmal,11/13/11,1.3,2011Q4
Yavatmal,11/15/11,1,2011Q4
Yavatmal,11/17/11,2.1,2011Q4
Yavatmal,11/19/11,1.9,2011Q4
Yavatmal,11/21/11,0,2011Q4
Yavatmal,11/23/11,2.4,2011Q4
Yavatmal,11/25/11,2.1,2011Q4
Yavatmal,11/27/11,2.8,2011Q4
Yavatmal,11/29/11,1.5,2011Q4
Yavatmal,12/14/11,2.6,2011Q4
Yavatmal,12/15/11,1.1,2011Q4
Yavatmal,12/16/11,0.9,2011Q4
Yavatmal,12/17/11,0.3,2011Q4
Yavatmal,12/18/11,1.2,2011Q4
Yavatmal,12/19/11,0.9,2011Q4
Yavatmal,12/20/11,1.1,2011Q4
Yavatmal,12/21/11,2.3,2011Q4
Yavatmal,12/22/11,0.2,2011Q4
Yavatmal,12/23/11,0.7,2011Q4
Yavatmal,12/24/11,2.9,2011Q4
Yavatmal,12/25/11,2.5,2011Q4
Yavatmal,12/26/11,1.4,2011Q4
Yavatmal,12/27/11,2.7,2011Q4
Yavatmal,12/28/11,2.3,2011Q4
Gadchiroli,1/1/13,2.6,2013Q1
Gadchiroli,1/2/13,1.5,2013Q1
Gadchiroli,1/3/13,1.7,2013Q1
Gadchiroli,1/4/13,3,2013Q1
Gadchiroli,1/5/13,2.2,2013Q1
Gadchiroli,1/6/13,1.7,2013Q1
Gadchiroli,1/7/13,2,2013Q1
Gadchiroli,1/8/13,2.7,2013Q1
Gadchiroli,1/9/13,0.4,2013Q1
Gadchiroli,1/10/13,2,2013Q1
Gadchiroli,1/11/13,0.9,2013Q1
Gadchiroli,1/12/13,0.3,2013Q1
Gadchiroli,1/13/13,0.8,2013Q1
Gadchiroli,1/14/13,2.1,2013Q1
Gadchiroli,1/15/13,0.9,2013Q1
Gadchiroli,2/3/13,0.3,2013Q1
Gadchiroli,2/5/13,2.3,2013Q1
Gadchiroli,2/7/13,2.7,2013Q1
Gadchiroli,2/9/13,0.2,2013Q1
Gadchiroli,2/11/13,2.6,2013Q1
Gadchiroli,2/13/13,2.4,2013Q1
Gadchiroli,2/15/13,0.7,2013Q1
Gadchiroli,2/17/13,0.1,2013Q1
Gadchiroli,2/19/13,1.6,2013Q1
Gadchiroli,2/21/13,2.7,2013Q1
Gadchiroli,2/23/13,0.4,2013Q1
Gadchiroli,2/24/13,1.7,2013Q1
Gadchiroli,2/25/13,2.7,2013Q1
Gadchiroli,2/26/13,1.7,2013Q1
Gadchiroli,2/27/13,2,2013Q1
Gadchiroli,3/5/13,1.6,2013Q1
Gadchiroli,3/6/13,0.4,2013Q1
Gadchiroli,3/7/13,1.8,2013Q1
Gadchiroli,3/8/13,1.1,2013Q1
Gadchiroli,3/9/13,0,2013Q1
Gadchiroli,3/10/13,3,2013Q1
Gadchiroli,3/19/13,3,2013Q1
Gadchiroli,3/20/13,1.5,2013Q1
Gadchiroli,3/21/13,2.7,2013Q1
Gadchiroli,3/22/13,0,2013Q1
Gadchiroli,3/23/13,1.1,2013Q1
Gadchiroli,3/24/13,0.4,2013Q1
Gadchiroli,3/25/13,0.8,2013Q1
Gadchiroli,3/26/13,1.4,2013Q1
Gadchiroli,3/31/13,0.1,2013Q1
Gadchiroli,10/2/12,1.7,2012Q4
Gadchiroli,10/3/12,1,2012Q4
Gadchiroli,10/4/12,0.5,2012Q4
Gadchiroli,10/5/12,0.5,2012Q4
Gadchiroli,10/6/12,2.8,2012Q4
Gadchiroli,10/7/12,1.9,2012Q4
Gadchiroli,10/8/12,0.5,2012Q4
Gadchiroli,10/9/12,0.7,2012Q4
Gadchiroli,10/10/12,1.8,2012Q4
Gadchiroli,10/11/12,0.1,2012Q4
Gadchiroli,10/12/12,0.9,2012Q4
Gadchiroli,10/13/12,1.6,2012Q4
Gadchiroli,10/14/12,0.2,2012Q4
Gadchiroli,10/15/12,2.6,2012Q4
Gadchiroli,10/16/12,1.6,2012Q4
Gadchiroli,11/1/12,0.2,2012Q4
Gadchiroli,11/3/12,2.5,2012Q4
Gadchiroli,11/5/12,2.1,2012Q4
Gadchiroli,11/7/12,1.2,2012Q4
Gadchiroli,11/9/12,0.2,2012Q4
Gadchiroli,11/11/12,0,2012Q4
Gadchiroli,11/13/12,0.7,2012Q4
Gadchiroli,11/15/12,0.3,2012Q4
Gadchiroli,11/17/12,0.5,2012Q4
Gadchiroli,11/19/12,1.9,2012Q4
Gadchiroli,11/21/12,0,2012Q4
Gadchiroli,11/23/12,0.7,2012Q4
Gadchiroli,11/25/12,0.3,2012Q4
Gadchiroli,11/27/12,0.5,2012Q4
Gadchiroli,11/29/12,1.8,2012Q4
Gadchiroli,12/14/12,2.4,2012Q4
Gadchiroli,12/15/12,1,2012Q4
Gadchiroli,12/16/12,0.1,2012Q4
Gadchiroli,12/17/12,1.1,2012Q4
Gadchiroli,12/18/12,1.5,2012Q4
Gadchiroli,12/19/12,0.1,2012Q4
Gadchiroli,12/20/12,0.7,2012Q4
Gadchiroli,12/21/12,2.4,2012Q4
Gadchiroli,12/22/12,2.1,2012Q4
Gadchiroli,12/23/12,3,2012Q4
Gadchiroli,12/24/12,0.1,2012Q4
Gadchiroli,12/25/12,0.6,2012Q4
Gadchiroli,12/26/12,0.4,2012Q4
Gadchiroli,12/27/12,0.1,2012Q4
Gadchiroli,12/28/12,2.9,2012Q4
Gadchiroli,7/10/12,0.5,2012Q3
Gadchiroli,7/11/12,0.1,2012Q3
Gadchiroli,7/12/12,0,2012Q3
Gadchiroli,7/13/12,1.7,2012Q3
Gadchiroli,7/14/12,0.3,2012Q3
Gadchiroli,7/15/12,0.5,2012Q3
Gadchiroli,7/16/12,3,2012Q3
Gadchiroli,7/17/12,1.1,2012Q3
Gadchiroli,7/18/12,0.3,2012Q3
Gadchiroli,7/19/12,0.9,2012Q3
Gadchiroli,7/20/12,1.3,2012Q3
Gadchiroli,7/21/12,0.4,2012Q3
Gadchiroli,7/22/12,1.7,2012Q3
Gadchiroli,7/23/12,1.9,2012Q3
Gadchiroli,7/24/12,0.4,2012Q3
Gadchiroli,8/6/12,2.9,2012Q3
Gadchiroli,8/8/12,0.1,2012Q3
Gadchiroli,8/10/12,0.1,2012Q3
Gadchiroli,8/12/12,1,2012Q3
Gadchiroli,8/14/12,1.7,2012Q3
Gadchiroli,8/16/12,2.3,2012Q3
Gadchiroli,8/18/12,1.6,2012Q3
Gadchiroli,8/20/12,1.7,2012Q3
Gadchiroli,8/21/12,0.4,2012Q3
Gadchiroli,8/22/12,0,2012Q3
Gadchiroli,8/23/12,2.3,2012Q3
Gadchiroli,8/24/12,1.2,2012Q3
Gadchiroli,8/25/12,2.8,2012Q3
Gadchiroli,8/26/12,1.2,2012Q3
Gadchiroli,8/27/12,1.9,2012Q3
Gadchiroli,9/1/12,2.5,2012Q3
Gadchiroli,9/2/12,1,2012Q3
Gadchiroli,9/3/12,0.7,2012Q3
Gadchiroli,9/4/12,2.8,2012Q3
Gadchiroli,9/5/12,3,2012Q3
Gadchiroli,9/6/12,2.1,2012Q3
Gadchiroli,9/7/12,2.2,2012Q3
Gadchiroli,9/8/12,1.1,2012Q3
Gadchiroli,9/9/12,0.2,2012Q3
Gadchiroli,9/10/12,1.6,2012Q3
Gadchiroli,9/11/12,1.6,2012Q3
Gadchiroli,9/12/12,1,2012Q3
Gadchiroli,9/13/12,3,2012Q3
Gadchiroli,9/14/12,0.7,2012Q3
Gadchiroli,9/15/12,2.5,2012Q3
Gadchiroli,4/3/12,2.2,2012Q2
Gadchiroli,4/5/12,1,2012Q2
Gadchiroli,4/7/12,0.3,2012Q2
Gadchiroli,4/9/12,2.5,2012Q2
Gadchiroli,4/11/12,0.3,2012Q2
Gadchiroli,4/13/12,0,2012Q2
Gadchiroli,4/15/12,3,2012Q2
Gadchiroli,4/17/12,2.3,2012Q2
Gadchiroli,4/19/12,2.4,2012Q2
Gadchiroli,4/21/12,2,2012Q2
Gadchiroli,4/23/12,2.2,2012Q2
Gadchiroli,4/25/12,0.9,2012Q2
Gadchiroli,4/26/12,0.5,2012Q2
Gadchiroli,4/27/12,0.5,2012Q2
Gadchiroli,4/28/12,0.7,2012Q2
Gadchiroli,5/1/12,1.9,2012Q2
Gadchiroli,5/2/12,3,2012Q2
Gadchiroli,5/3/12,2.6,2012Q2
Gadchiroli,5/4/12,0.8,2012Q2
Gadchiroli,5/5/12,1.4,2012Q2
Gadchiroli,5/15/12,2.7,2012Q2
Gadchiroli,5/16/12,2,2012Q2
Gadchiroli,5/17/12,0.3,2012Q2
Gadchiroli,5/18/12,1.6,2012Q2
Gadchiroli,5/19/12,0.7,2012Q2
Gadchiroli,5/24/12,1.8,2012Q2
Gadchiroli,5/25/12,2.4,2012Q2
Gadchiroli,5/26/12,0.8,2012Q2
Gadchiroli,5/27/12,0.7,2012Q2
Gadchiroli,5/28/12,0,2012Q2
Gadchiroli,6/14/12,2.2,2012Q2
Gadchiroli,6/15/12,1.4,2012Q2
Gadchiroli,6/16/12,0.2,2012Q2
Gadchiroli,6/17/12,1.4,2012Q2
Gadchiroli,6/18/12,2.6,2012Q2
Gadchiroli,6/19/12,0,2012Q2
Gadchiroli,6/20/12,1.9,2012Q2
Gadchiroli,6/21/12,2.7,2012Q2
Gadchiroli,6/22/12,2.4,2012Q2
Gadchiroli,6/23/12,2.3,2012Q2
Gadchiroli,6/24/12,0.2,2012Q2
Gadchiroli,6/25/12,0.4,2012Q2
Gadchiroli,6/26/12,1.1,2012Q2
Gadchiroli,6/27/12,0.4,2012Q2
Gadchiroli,6/28/12,1.7,2012Q2
Gadchiroli,1/1/12,2,2012Q1
Gadchiroli,1/2/12,1.6,2012Q1
Gadchiroli,1/3/12,0.9,2012Q1
Gadchiroli,1/4/12,3,2012Q1
Gadchiroli,1/5/12,1.3,2012Q1
Gadchiroli,1/6/12,3,2012Q1
Gadchiroli,1/7/12,0.7,2012Q1
Gadchiroli,1/8/12,2.3,2012Q1
Gadchiroli,1/9/12,1.8,2012Q1
Gadchiroli,1/10/12,0.5,2012Q1
Gadchiroli,1/11/12,0.2,2012Q1
Gadchiroli,1/12/12,1.5,2012Q1
Gadchiroli,1/13/12,2.7,2012Q1
Gadchiroli,1/14/12,0.3,2012Q1
Gadchiroli,1/15/12,0.2,2012Q1
Gadchiroli,2/3/12,0.7,2012Q1
Gadchiroli,2/5/12,2.2,2012Q1
Gadchiroli,2/7/12,2.5,2012Q1
Gadchiroli,2/9/12,0.5,2012Q1
Gadchiroli,2/11/12,2.4,2012Q1
Gadchiroli,2/13/12,2.6,2012Q1
Gadchiroli,2/15/12,0.1,2012Q1
Gadchiroli,2/17/12,1,2012Q1
Gadchiroli,2/19/12,2.5,2012Q1
Gadchiroli,2/21/12,2.7,2012Q1
Gadchiroli,2/23/12,1.6,2012Q1
Gadchiroli,2/24/12,0.2,2012Q1
Gadchiroli,2/25/12,0.2,2012Q1
Gadchiroli,2/26/12,1,2012Q1
Gadchiroli,2/27/12,0.9,2012Q1
Gadchiroli,3/5/12,1.3,2012Q1
Gadchiroli,3/6/12,1,2012Q1
Gadchiroli,3/7/12,0.2,2012Q1
Gadchiroli,3/8/12,2,2012Q1
Gadchiroli,3/9/12,1.2,2012Q1
Gadchiroli,3/10/12,1.2,2012Q1
Gadchiroli,3/19/12,0.5,2012Q1
Gadchiroli,3/20/12,2.9,2012Q1
Gadchiroli,3/21/12,0.6,2012Q1
Gadchiroli,3/22/12,1.4,2012Q1
Gadchiroli,3/23/12,1.3,2012Q1
Gadchiroli,3/24/12,1.6,2012Q1
Gadchiroli,3/25/12,1.5,2012Q1
Gadchiroli,3/26/12,0.6,2012Q1
Gadchiroli,3/31/12,1.9,2012Q1
Gadchiroli,10/2/11,0,2011Q4
Gadchiroli,10/3/11,1.5,2011Q4
Gadchiroli,10/4/11,2.8,2011Q4
Gadchiroli,10/5/11,0.3,2011Q4
Gadchiroli,10/6/11,0.3,2011Q4
Gadchiroli,10/7/11,2.9,2011Q4
Gadchiroli,10/8/11,0.1,2011Q4
Gadchiroli,10/9/11,2.2,2011Q4
Gadchiroli,10/10/11,1.8,2011Q4
Gadchiroli,10/11/11,3,2011Q4
Gadchiroli,10/12/11,0.7,2011Q4
Gadchiroli,10/13/11,2.8,2011Q4
Gadchiroli,10/14/11,2.9,2011Q4
Gadchiroli,10/15/11,2.8,2011Q4
Gadchiroli,10/16/11,0.3,2011Q4
Gadchiroli,11/1/11,3,2011Q4
Gadchiroli,11/3/11,0.8,2011Q4
Gadchiroli,11/5/11,0.5,2011Q4
Gadchiroli,11/7/11,2.7,2011Q4
Gadchiroli,11/9/11,2.3,2011Q4
Gadchiroli,11/11/11,1.6,2011Q4
Gadchiroli,11/13/11,1,2011Q4
Gadchiroli,11/15/11,0.7,2011Q4
Gadchiroli,11/17/11,0.2,2011Q4
Gadchiroli,11/19/11,3,2011Q4
Gadchiroli,11/21/11,0.6,2011Q4
Gadchiroli,11/23/11,2.2,2011Q4
Gadchiroli,11/25/11,1.7,2011Q4
Gadchiroli,11/27/11,1.3,2011Q4
Gadchiroli,11/29/11,0.2,2011Q4
Gadchiroli,12/14/11,1.1,2011Q4
Gadchiroli,12/15/11,0.9,2011Q4
Gadchiroli,12/16/11,1.5,2011Q4
Gadchiroli,12/17/11,2.3,2011Q4
Gadchiroli,12/18/11,0.9,2011Q4
Gadchiroli,12/19/11,0.6,2011Q4
Gadchiroli,12/20/11,0.9,2011Q4
Gadchiroli,12/21/11,0.2,2011Q4
Gadchiroli,12/22/11,1.2,2011Q4
Gadchiroli,12/23/11,2.7,2011Q4
Gadchiroli,12/24/11,1.6,2011Q4
Gadchiroli,12/25/11,2.2,2011Q4
Gadchiroli,12/26/11,0.9,2011Q4
Gadchiroli,12/27/11,1.7,2011Q4
Gadchiroli,12/28/11,2.3,2011Q4
Chandrapur,1/1/13,1.8,2013Q1
Chandrapur,1/2/13,2,2013Q1
Chandrapur,1/3/13,1.6,2013Q1
Chandrapur,1/4/13,0.1,2013Q1
Chandrapur,1/5/13,1.9,2013Q1
Chandrapur,1/6/13,1,2013Q1
Chandrapur,1/7/13,1.3,2013Q1
Chandrapur,1/8/13,0.6,2013Q1
Chandrapur,1/9/13,0.4,2013Q1
Chandrapur,1/10/13,0.9,2013Q1
Chandrapur,1/11/13,1.9,2013Q1
Chandrapur,1/12/13,0.6,2013Q1
Chandrapur,1/13/13,2.2,2013Q1
Chandrapur,1/14/13,1.8,2013Q1
Chandrapur,1/15/13,1.7,2013Q1
Chandrapur,2/3/13,2.6,2013Q1
