BranchName,Date,ActualDeposit,Quarter
Chandrapur,2/5/13,0.8,2013Q1
Chandrapur,2/7/13,1.9,2013Q1
Chandrapur,2/9/13,0.4,2013Q1
Chandrapur,2/11/13,2.6,2013Q1
Chandrapur,2/13/13,1.5,2013Q1
Chandrapur,2/15/13,2.1,2013Q1
Chandrapur,2/17/13,0,2013Q1
Chandrapur,2/19/13,2.7,2013Q1
Chandrapur,2/21/13,2.5,2013Q1
Chandrapur,2/23/13,2.7,2013Q1
Chandrapur,2/24/13,0.8,2013Q1
Chandrapur,2/25/13,2.3,2013Q1
Chandrapur,2/26/13,1.3,2013Q1
Chandrapur,2/27/13,2.7,2013Q1
Chandrapur,3/5/13,1.4,2013Q1
Chandrapur,3/6/13,1.1,2013Q1
Chandrapur,3/7/13,0,2013Q1
Chandrapur,3/8/13,1.9,2013Q1
Chandrapur,3/9/13,2.6,2013Q1
Chandrapur,3/10/13,1.5,2013Q1
Chandrapur,3/19/13,0,2013Q1
Chandrapur,3/20/13,2.3,2013Q1
Chandrapur,3/21/13,1,2013Q1
Chandrapur,3/22/13,3,2013Q1
Chandrapur,3/23/13,1.8,2013Q1
Chandrapur,3/24/13,0.9,2013Q1
Chandrapur,3/25/13,0.6,2013Q1
Chandrapur,3/26/13,1,2013Q1
Chandrapur,3/31/13,0.8,2013Q1
Chandrapur,10/2/12,2.3,2012Q4
Chandrapur,10/3/12,0.5,2012Q4
Chandrapur,10/4/12,1,2012Q4
Chandrapur,10/5/12,1.4,2012Q4
Chandrapur,10/6/12,0.2,2012Q4
Chandrapur,10/7/12,2.4,2012Q4
Chandrapur,10/8/12,0.6,2012Q4
Chandrapur,10/9/12,1.9,2012Q4
Chandrapur,10/10/12,1.9,2012Q4
Chandrapur,10/11/12,0,2012Q4
Chandrapur,10/12/12,2.7,2012Q4
Chandrapur,10/13/12,2.5,2012Q4
Chandrapur,10/14/12,1.6,2012Q4
Chandrapur,10/15/12,1.8,2012Q4
Chandrapur,10/16/12,1.1,2012Q4
Chandrapur,11/1/12,2.9,2012Q4
Chandrapur,11/3/12,2.4,2012Q4
Chandrapur,11/5/12,0.3,2012Q4
Chandrapur,11/7/12,1.1,2012Q4
Chandrapur,11/9/12,2.4,2012Q4
Chandrapur,11/11/12,1.1,2012Q4
Chandrapur,11/13/12,1,2012Q4
Chandrapur,11/15/12,0.4,2012Q4
Chandrapur,11/17/12,0.7,2012Q4
Chandrapur,11/19/12,2.3,2012Q4
Chandrapur,11/21/12,2.4,2012Q4
Chandrapur,11/23/12,0.3,2012Q4
Chandrapur,11/25/12,2.3,2012Q4
Chandrapur,11/27/12,0.7,2012Q4
Chandrapur,11/29/12,2.3,2012Q4
Chandrapur,12/14/12,0.7,2012Q4
Chandrapur,12/15/12,1.7,2012Q4
Chandrapur,12/16/12,1.2,2012Q4
Chandrapur,12/17/12,2.1,2012Q4
Chandrapur,12/18/12,1.5,2012Q4
Chandrapur,12/19/12,1.3,2012Q4
Chandrapur,12/20/12,0.2,2012Q4
Chandrapur,12/21/12,1.2,2012Q4
Chandrapur,12/22/12,3,2012Q4
Chandrapur,12/23/12,1.6,2012Q4
Chandrapur,12/24/12,0.6,2012Q4
Chandrapur,12/25/12,0.3,2012Q4
Chandrapur,12/26/12,0.3,2012Q4
Chandrapur,12/27/12,2,2012Q4
Chandrapur,12/28/12,2.4,2012Q4
Chandrapur,7/10/12,1.4,2012Q3
Chandrapur,7/11/12,1.3,2012Q3
Chandrapur,7/12/12,3,2012Q3
Chandrapur,7/13/12,0.1,2012Q3
Chandrapur,7/14/12,1.5,2012Q3
Chandrapur,7/15/12,2.5,2012Q3
Chandrapur,7/16/12,3,2012Q3
Chandrapur,7/17/12,3,2012Q3
Chandrapur,7/18/12,2.6,2012Q3
Chandrapur,7/19/12,1.4,2012Q3
Chandrapur,7/20/12,1.9,2012Q3
Chandrapur,7/21/12,2.7,2012Q3
Chandrapur,7/22/12,0.3,2012Q3
Chandrapur,7/23/12,1.4,2012Q3
Chandrapur,7/24/12,2.1,2012Q3
Chandrapur,8/6/12,0.3,2012Q3
Chandrapur,8/8/12,3,2012Q3
Chandrapur,8/10/12,2.3,2012Q3
Chandrapur,8/12/12,2.1,2012Q3
Chandrapur,8/14/12,0.8,2012Q3
Chandrapur,8/16/12,1,2012Q3
Chandrapur,8/18/12,3,2012Q3
Chandrapur,8/20/12,1,2012Q3
Chandrapur,8/21/12,0.1,2012Q3
Chandrapur,8/22/12,1.8,2012Q3
Chandrapur,8/23/12,1.9,2012Q3
Chandrapur,8/24/12,1.7,2012Q3
Chandrapur,8/25/12,0,2012Q3
Chandrapur,8/26/12,2,2012Q3
Chandrapur,8/27/12,0.6,2012Q3
Chandrapur,9/1/12,1.5,2012Q3
Chandrapur,9/2/12,0.7,2012Q3
Chandrapur,9/3/12,2.3,2012Q3
Chandrapur,9/4/12,0.7,2012Q3
Chandrapur,9/5/12,2,2012Q3
Chandrapur,9/6/12,0.3,2012Q3
Chandrapur,9/7/12,2.1,2012Q3
Chandrapur,9/8/12,3,2012Q3
Chandrapur,9/9/12,1.9,2012Q3
Chandrapur,9/10/12,2.9,2012Q3
Chandrapur,9/11/12,2.4,2012Q3
Chandrapur,9/12/12,0.9,2012Q3
Chandrapur,9/13/12,1.8,2012Q3
Chandrapur,9/14/12,0.1,2012Q3
Chandrapur,9/15/12,0.3,2012Q3
Chandrapur,4/3/12,2.8,2012Q2
Chandrapur,4/5/12,2.2,2012Q2
Chandrapur,4/7/12,0.2,2012Q2
Chandrapur,4/9/12,2.3,2012Q2
Chandrapur,4/11/12,1.7,2012Q2
Chandrapur,4/13/12,0.1,2012Q2
Chandrapur,4/15/12,0.1,2012Q2
Chandrapur,4/17/12,2.1,2012Q2
Chandrapur,4/19/12,1.8,2012Q2
Chandrapur,4/21/12,1.1,2012Q2
Chandrapur,4/23/12,0,2012Q2
Chandrapur,4/25/12,1.4,2012Q2
Chandrapur,4/26/12,2.5,2012Q2
Chandrapur,4/27/12,2.6,2012Q2
Chandrapur,4/28/12,0.9,2012Q2
Chandrapur,5/1/12,1.4,2012Q2
Chandrapur,5/2/12,0.1,2012Q2
Chandrapur,5/3/12,0,2012Q2
Chandrapur,5/4/12,2.1,2012Q2
Chandrapur,5/5/12,2.9,2012Q2
Chandrapur,5/15/12,2.1,2012Q2
Chandrapur,5/16/12,0.4,2012Q2
Chandrapur,5/17/12,2.4,2012Q2
Chandrapur,5/18/12,0.2,2012Q2
Chandrapur,5/19/12,1.5,2012Q2
Chandrapur,5/24/12,0,2012Q2
Chandrapur,5/25/12,0.9,2012Q2
Chandrapur,5/26/12,1.5,2012Q2
Chandrapur,5/27/12,2.3,2012Q2
Chandrapur,5/28/12,0.4,2012Q2
Chandrapur,6/14/12,1.2,2012Q2
Chandrapur,6/15/12,1,2012Q2
Chandrapur,6/16/12,1.3,2012Q2
Chandrapur,6/17/12,2,2012Q2
Chandrapur,6/18/12,2.9,2012Q2
Chandrapur,6/19/12,1,2012Q2
Chandrapur,6/20/12,2.5,2012Q2
Chandrapur,6/21/12,1.5,2012Q2
Chandrapur,6/22/12,0.2,2012Q2
Chandrapur,6/23/12,1.9,2012Q2
Chandrapur,6/24/12,2.9,2012Q2
Chandrapur,6/25/12,2.1,2012Q2
Chandrapur,6/26/12,1,2012Q2
Chandrapur,6/27/12,0.7,2012Q2
Chandrapur,6/28/12,2.4,2012Q2
Chandrapur,1/1/12,0.9,2012Q1
Chandrapur,1/2/12,2.9,2012Q1
Chandrapur,1/3/12,1.2,2012Q1
Chandrapur,1/4/12,2.1,2012Q1
Chandrapur,1/5/12,0.7,2012Q1
Chandrapur,1/6/12,0.9,2012Q1
Chandrapur,1/7/12,0.4,2012Q1
Chandrapur,1/8/12,2,2012Q1
Chandrapur,1/9/12,0,2012Q1
Chandrapur,1/10/12,1.4,2012Q1
Chandrapur,1/11/12,0.5,2012Q1
Chandrapur,1/12/12,0.6,2012Q1
Chandrapur,1/13/12,3,2012Q1
Chandrapur,1/14/12,2.6,2012Q1
Chandrapur,1/15/12,2.2,2012Q1
Chandrapur,2/3/12,1.4,2012Q1
Chandrapur,2/5/12,1.2,2012Q1
Chandrapur,2/7/12,0.8,2012Q1
Chandrapur,2/9/12,2.6,2012Q1
Chandrapur,2/11/12,0.3,2012Q1
Chandrapur,2/13/12,0.3,2012Q1
Chandrapur,2/15/12,0.9,2012Q1
Chandrapur,2/17/12,1.5,2012Q1
Chandrapur,2/19/12,0.2,2012Q1
Chandrapur,2/21/12,0,2012Q1
Chandrapur,2/23/12,2.5,2012Q1
Chandrapur,2/24/12,0.6,2012Q1
Chandrapur,2/25/12,2.5,2012Q1
Chandrapur,2/26/12,0.4,2012Q1
Chandrapur,2/27/12,2.6,2012Q1
Chandrapur,3/5/12,0.3,2012Q1
Chandrapur,3/6/12,1.5,2012Q1
Chandrapur,3/7/12,1,2012Q1
Chandrapur,3/8/12,1.2,2012Q1
Chandrapur,3/9/12,0.1,2012Q1
Chandrapur,3/10/12,1.5,2012Q1
Chandrapur,3/19/12,2.9,2012Q1
Chandrapur,3/20/12,0.9,2012Q1
Chandrapur,3/21/12,1.5,2012Q1
Chandrapur,3/22/12,1.5,2012Q1
Chandrapur,3/23/12,1,2012Q1
Chandrapur,3/24/12,1.7,2012Q1
Chandrapur,3/25/12,1.8,2012Q1
Chandrapur,3/26/12,2,2012Q1
Chandrapur,3/31/12,3,2012Q1
Chandrapur,10/2/11,2.4,2011Q4
Chandrapur,10/3/11,1.4,2011Q4
Chandrapur,10/4/11,1.6,2011Q4
Chandrapur,10/5/11,1.4,2011Q4
Chandrapur,10/6/11,2.5,2011Q4
Chandrapur,10/7/11,0.6,2011Q4
Chandrapur,10/8/11,1.6,2011Q4
Chandrapur,10/9/11,2,2011Q4
Chandrapur,10/10/11,0.4,2011Q4
Chandrapur,10/11/11,2.8,2011Q4
Chandrapur,10/12/11,2.4,2011Q4
Chandrapur,10/13/11,2.4,2011Q4
Chandrapur,10/14/11,1.4,2011Q4
Chandrapur,10/15/11,0.2,2011Q4
Chandrapur,10/16/11,3,2011Q4
Chandrapur,11/1/11,1.6,2011Q4
Chandrapur,11/3/11,1.1,2011Q4
Chandrapur,11/5/11,1.5,2011Q4
Chandrapur,11/7/11,2.9,2011Q4
Chandrapur,11/9/11,0.9,2011Q4
Chandrapur,11/11/11,2.1,2011Q4
Chandrapur,11/13/11,2.3,2011Q4
Chandrapur,11/15/11,1.1,2011Q4
Chandrapur,11/17/11,1.2,2011Q4
Chandrapur,11/19/11,0.4,2011Q4
Chandrapur,11/21/11,2.5,2011Q4
Chandrapur,11/23/11,0.4,2011Q4
Chandrapur,11/25/11,2.5,2011Q4
Chandrapur,11/27/11,1.5,2011Q4
Chandrapur,11/29/11,2.4,2011Q4
Chandrapur,12/14/11,1.9,2011Q4
Chandrapur,12/15/11,1.8,2011Q4
Chandrapur,12/16/11,2.2,2011Q4
Chandrapur,12/17/11,2.4,2011Q4
Chandrapur,12/18/11,1.6,2011Q4
Chandrapur,12/19/11,1.3,2011Q4
Chandrapur,12/20/11,0.2,2011Q4
Chandrapur,12/21/11,1.1,2011Q4
Chandrapur,12/22/11,2.1,2011Q4
Chandrapur,12/23/11,0.4,2011Q4
Chandrapur,12/24/11,1.1,2011Q4
Chandrapur,12/25/11,0.1,2011Q4
Chandrapur,12/26/11,2.5,2011Q4
Chandrapur,12/27/11,0.7,2011Q4
Chandrapur,12/28/11,0.4,2011Q4
Bhandara,1/1/13,1.4,2013Q1
Bhandara,1/2/13,2.4,2013Q1
Bhandara,1/3/13,2.8,2013Q1
Bhandara,1/4/13,0.6,2013Q1
Bhandara,1/5/13,0.2,2013Q1
Bhandara,1/6/13,0.3,2013Q1
Bhandara,1/7/13,1.6,2013Q1
Bhandara,1/8/13,0,2013Q1
Bhandara,1/9/13,1.5,2013Q1
Bhandara,1/10/13,1.9,2013Q1
Bhandara,1/11/13,0.8,2013Q1
Bhandara,1/12/13,0.6,2013Q1
Bhandara,1/13/13,2.5,2013Q1
Bhandara,1/14/13,0.9,2013Q1
Bhandara,1/15/13,1.4,2013Q1
Bhandara,2/3/13,2.9,2013Q1
Bhandara,2/5/13,2.8,2013Q1
Bhandara,2/7/13,1,2013Q1
Bhandara,2/9/13,0.3,2013Q1
Bhandara,2/11/13,3,2013Q1
Bhandara,2/13/13,0,2013Q1
Bhandara,2/15/13,2.9,2013Q1
Bhandara,2/17/13,1.9,2013Q1
Bhandara,2/19/13,1.3,2013Q1
Bhandara,2/21/13,2.1,2013Q1
Bhandara,2/23/13,2.5,2013Q1
Bhandara,2/24/13,2.5,2013Q1
Bhandara,2/25/13,0.5,2013Q1
Bhandara,2/26/13,2.6,2013Q1
Bhandara,2/27/13,1.3,2013Q1
Bhandara,3/5/13,1.5,2013Q1
Bhandara,3/6/13,2.6,2013Q1
Bhandara,3/7/13,1.9,2013Q1
Bhandara,3/8/13,3,2013Q1
Bhandara,3/9/13,1.3,2013Q1
Bhandara,3/10/13,0,2013Q1
Bhandara,3/19/13,0.5,2013Q1
Bhandara,3/20/13,0.7,2013Q1
Bhandara,3/21/13,0.2,2013Q1
Bhandara,3/22/13,2.1,2013Q1
Bhandara,3/23/13,0.8,2013Q1
Bhandara,3/24/13,1.8,2013Q1
Bhandara,3/25/13,0.1,2013Q1
Bhandara,3/26/13,2.4,2013Q1
Bhandara,3/31/13,0,2013Q1
Bhandara,10/2/12,1.1,2012Q4
Bhandara,10/3/12,1.9,2012Q4
Bhandara,10/4/12,2.7,2012Q4
Bhandara,10/5/12,0.2,2012Q4
Bhandara,10/6/12,2.4,2012Q4
Bhandara,10/7/12,0,2012Q4
Bhandara,10/8/12,1,2012Q4
Bhandara,10/9/12,1.1,2012Q4
Bhandara,10/10/12,2.3,2012Q4
Bhandara,10/11/12,0.4,2012Q4
Bhandara,10/12/12,0.5,2012Q4
Bhandara,10/13/12,0.8,2012Q4
Bhandara,10/14/12,2,2012Q4
Bhandara,10/15/12,0.9,2012Q4
Bhandara,10/16/12,1.4,2012Q4
Bhandara,11/1/12,0.3,2012Q4
Bhandara,11/3/12,1.3,2012Q4
Bhandara,11/5/12,0,2012Q4
Bhandara,11/7/12,0.5,2012Q4
Bhandara,11/9/12,1.9,2012Q4
Bhandara,11/11/12,0.6,2012Q4
Bhandara,11/13/12,0.1,2012Q4
Bhandara,11/15/12,0.4,2012Q4
Bhandara,11/17/12,1.2,2012Q4
Bhandara,11/19/12,0.3,2012Q4
Bhandara,11/21/12,0.2,2012Q4
Bhandara,11/23/12,2.1,2012Q4
Bhandara,11/25/12,2,2012Q4
Bhandara,11/27/12,2,2012Q4
Bhandara,11/29/12,2.8,2012Q4
Bhandara,12/14/12,2.5,2012Q4
Bhandara,12/15/12,0.3,2012Q4
Bhandara,12/16/12,2.6,2012Q4
Bhandara,12/17/12,2.9,2012Q4
Bhandara,12/18/12,1.1,2012Q4
Bhandara,12/19/12,2.3,2012Q4
Bhandara,12/20/12,2.7,2012Q4
Bhandara,12/21/12,2.4,2012Q4
Bhandara,12/22/12,1,2012Q4
Bhandara,12/23/12,2,2012Q4
Bhandara,12/24/12,1.6,2012Q4
Bhandara,12/25/12,1.5,2012Q4
Bhandara,12/26/12,0.7,2012Q4
Bhandara,12/27/12,1.6,2012Q4
Bhandara,12/28/12,1.8,2012Q4
Bhandara,7/10/12,3,2012Q3
Bhandara,7/11/12,0.6,2012Q3
Bhandara,7/12/12,1.1,2012Q3
Bhandara,7/13/12,2.3,2012Q3
Bhandara,7/14/12,2.9,2012Q3
Bhandara,7/15/12,0.9,2012Q3
Bhandara,7/16/12,1.4,2012Q3
Bhandara,7/17/12,0.5,2012Q3
Bhandara,7/18/12,0,2012Q3
Bhandara,7/19/12,0.1,2012Q3
Bhandara,7/20/12,2.1,2012Q3
Bhandara,7/21/12,0.1,2012Q3
Bhandara,7/22/12,0.9,2012Q3
Bhandara,7/23/12,0,2012Q3
Bhandara,7/24/12,2.3,2012Q3
Bhandara,8/6/12,0.6,2012Q3
Bhandara,8/8/12,1.4,2012Q3
Bhandara,8/10/12,1.4,2012Q3
Bhandara,8/12/12,0.8,2012Q3
Bhandara,8/14/12,0.6,2012Q3
Bhandara,8/16/12,1,2012Q3
Bhandara,8/18/12,2.2,2012Q3
Bhandara,8/20/12,2,2012Q3
Bhandara,8/21/12,0.7,2012Q3
Bhandara,8/22/12,2.6,2012Q3
Bhandara,8/23/12,0.9,2012Q3
Bhandara,8/24/12,0.9,2012Q3
Bhandara,8/25/12,2,2012Q3
Bhandara,8/26/12,1.4,2012Q3
Bhandara,8/27/12,1.3,2012Q3
Bhandara,9/1/12,3,2012Q3
Bhandara,9/2/12,1.7,2012Q3
Bhandara,9/3/12,1.6,2012Q3
Bhandara,9/4/12,1,2012Q3
Bhandara,9/5/12,2.2,2012Q3
Bhandara,9/6/12,2.3,2012Q3
Bhandara,9/7/12,0.6,2012Q3
Bhandara,9/8/12,2.5,2012Q3
Bhandara,9/9/12,1.2,2012Q3
Bhandara,9/10/12,0.9,2012Q3
Bhandara,9/11/12,2.2,2012Q3
Bhandara,9/12/12,0.5,2012Q3
Bhandara,9/13/12,0.9,2012Q3
Bhandara,9/14/12,1.2,2012Q3
Bhandara,9/15/12,1.3,2012Q3
Bhandara,4/3/12,1.9,2012Q2
Bhandara,4/5/12,0.2,2012Q2
Bhandara,4/7/12,2.5,2012Q2
Bhandara,4/9/12,0.7,2012Q2
Bhandara,4/11/12,0.5,2012Q2
Bhandara,4/13/12,2.2,2012Q2
Bhandara,4/15/12,1.3,2012Q2
Bhandara,4/17/12,2,2012Q2
Bhandara,4/19/12,0.6,2012Q2
Bhandara,4/21/12,1.1,2012Q2
Bhandara,4/23/12,1.2,2012Q2
Bhandara,4/25/12,1,2012Q2
Bhandara,4/26/12,1.6,2012Q2
Bhandara,4/27/12,2.7,2012Q2
Bhandara,4/28/12,2.1,2012Q2
Bhandara,5/1/12,1.9,2012Q2
Bhandara,5/2/12,2.1,2012Q2
Bhandara,5/3/12,2.3,2012Q2
Bhandara,5/4/12,0.2,2012Q2
Bhandara,5/5/12,2.5,2012Q2
Bhandara,5/15/12,2.5,2012Q2
Bhandara,5/16/12,0.2,2012Q2
Bhandara,5/17/12,0.7,2012Q2
Bhandara,5/18/12,2.4,2012Q2
Bhandara,5/19/12,0.7,2012Q2
Bhandara,5/24/12,0.3,2012Q2
Bhandara,5/25/12,1.4,2012Q2
Bhandara,5/26/12,0.1,2012Q2
Bhandara,5/27/12,2.4,2012Q2
Bhandara,5/28/12,1.7,2012Q2
Bhandara,6/14/12,2.7,2012Q2
Bhandara,6/15/12,1.8,2012Q2
Bhandara,6/16/12,2.1,2012Q2
Bhandara,6/17/12,0.1,2012Q2
Bhandara,6/18/12,0.1,2012Q2
Bhandara,6/19/12,0.8,2012Q2
Bhandara,6/20/12,2.9,2012Q2
Bhandara,6/21/12,1.5,2012Q2
Bhandara,6/22/12,1.8,2012Q2
Bhandara,6/23/12,0.1,2012Q2
Bhandara,6/24/12,2.2,2012Q2
Bhandara,6/25/12,2.1,2012Q2
Bhandara,6/26/12,2.9,2012Q2
Bhandara,6/27/12,0.5,2012Q2
Bhandara,6/28/12,2.9,2012Q2
Bhandara,1/1/12,0.9,2012Q1
Bhandara,1/2/12,0.6,2012Q1
Bhandara,1/3/12,0.5,2012Q1
Bhandara,1/4/12,1.9,2012Q1
Bhandara,1/5/12,0.1,2012Q1
Bhandara,1/6/12,1.2,2012Q1
Bhandara,1/7/12,0.5,2012Q1
Bhandara,1/8/12,2.5,2012Q1
Bhandara,1/9/12,2.5,2012Q1
Bhandara,1/10/12,0.1,2012Q1
Bhandara,1/11/12,1.5,2012Q1
Bhandara,1/12/12,3,2012Q1
Bhandara,1/13/12,2,2012Q1
Bhandara,1/14/12,0.5,2012Q1
Bhandara,1/15/12,0,2012Q1
Bhandara,2/3/12,2.1,2012Q1
Bhandara,2/5/12,1.8,2012Q1
Bhandara,2/7/12,0,2012Q1
Bhandara,2/9/12,1.9,2012Q1
Bhandara,2/11/12,2.1,2012Q1
Bhandara,2/13/12,2.2,2012Q1
Bhandara,2/15/12,1.5,2012Q1
Bhandara,2/17/12,0,2012Q1
Bhandara,2/19/12,2.3,2012Q1
Bhandara,2/21/12,2.6,2012Q1
Bhandara,2/23/12,2.2,2012Q1
Bhandara,2/24/12,0.2,2012Q1
Bhandara,2/25/12,0.7,2012Q1
Bhandara,2/26/12,2.4,2012Q1
Bhandara,2/27/12,1.3,2012Q1
Bhandara,3/5/12,2,2012Q1
Bhandara,3/6/12,1.3,2012Q1
Bhandara,3/7/12,2.1,2012Q1
Bhandara,3/8/12,0.4,2012Q1
Bhandara,3/9/12,2.9,2012Q1
Bhandara,3/10/12,2.5,2012Q1
Bhandara,3/19/12,2.4,2012Q1
Bhandara,3/20/12,0.7,2012Q1
Bhandara,3/21/12,2,2012Q1
Bhandara,3/22/12,2.2,2012Q1
Bhandara,3/23/12,2.3,2012Q1
Bhandara,3/24/12,2.7,2012Q1
Bhandara,3/25/12,0.7,2012Q1
Bhandara,3/26/12,1.7,2012Q1
Bhandara,3/31/12,0.8,2012Q1
Bhandara,10/2/11,1.8,2011Q4
Bhandara,10/3/11,2.5,2011Q4
Bhandara,10/4/11,2.3,2011Q4
Bhandara,10/5/11,2.2,2011Q4
Bhandara,10/6/11,0.1,2011Q4
Bhandara,10/7/11,0,2011Q4
Bhandara,10/8/11,3,2011Q4
Bhandara,10/9/11,2.1,2011Q4
Bhandara,10/10/11,0.9,2011Q4
Bhandara,10/11/11,2.5,2011Q4
Bhandara,10/12/11,1.2,2011Q4
Bhandara,10/13/11,0.8,2011Q4
Bhandara,10/14/11,2.7,2011Q4
Bhandara,10/15/11,2.1,2011Q4
Bhandara,10/16/11,0.7,2011Q4
Bhandara,11/1/11,1.6,2011Q4
Bhandara,11/3/11,0.7,2011Q4
Bhandara,11/5/11,2.9,2011Q4
Bhandara,11/7/11,1.2,2011Q4
Bhandara,11/9/11,2.9,2011Q4
Bhandara,11/11/11,0.1,2011Q4
Bhandara,11/13/11,0.6,2011Q4
Bhandara,11/15/11,1.7,2011Q4
Bhandara,11/17/11,0.6,2011Q4
Bhandara,11/19/11,1.6,2011Q4
Bhandara,11/21/11,2.1,2011Q4
Bhandara,11/23/11,0,2011Q4
Bhandara,11/25/11,2.4,2011Q4
Bhandara,11/27/11,2.9,2011Q4
Bhandara,11/29/11,1.8,2011Q4
Bhandara,12/14/11,1,2011Q4
Bhandara,12/15/11,2.3,2011Q4
Bhandara,12/16/11,0.4,2011Q4
Bhandara,12/17/11,1.5,2011Q4
Bhandara,12/18/11,0.2,2011Q4
Bhandara,12/19/11,1,2011Q4
Bhandara,12/20/11,2.9,2011Q4
Bhandara,12/21/11,1,2011Q4
Bhandara,12/22/11,1.8,2011Q4
Bhandara,12/23/11,0.2,2011Q4
Bhandara,12/24/11,0.3,2011Q4
Bhandara,12/25/11,0.5,2011Q4
Bhandara,12/26/11,2.2,2011Q4
Bhandara,12/27/11,2.7,2011Q4
Bhandara,12/28/11,1.4,2011Q4
